flat,school,school_dist,num_school_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_dhoby
413 SAUJANA RD,Zhenghua Primary School,0.3098865823361155,11,FAJAR LRT STATION,0.3330591027025204,13,0.2816917938964097,11,12.516891350208082
653 HOUGANG AVE 8,Xinmin Primary School,0.2585776818113962,16,HOUGANG MRT STATION,1.2487716882539028,5,0.1917500272475549,19,9.06162068096088
480 SEGAR RD,Beacon Primary School,0.6501810857479503,7,SEGAR LRT STATION,0.3735572513961862,10,0.3508813593068629,8,12.87309975030519
510 WEST COAST DR,Qifa Primary School,0.5258774933023861,6,CLEMENTI MRT STATION,0.6788003019080604,2,0.2219247421694833,11,9.487560474085527
513 PASIR RIS ST 52,Elias Park Primary School,0.1883963485761662,10,PASIR RIS MRT STATION,0.6755377645609509,1,0.418033484385504,9,13.784808479547914
18 JLN TENTERAM,St. Andrew's Junior School,0.6858737925248506,14,BOON KENG MRT STATION,0.949181622356856,8,0.4307138987052868,20,3.5575676092130757
502A YISHUN ST 51,Naval Base Primary School,0.2867470948414078,10,KHATIB MRT STATION,0.9400156947455616,2,0.6627043288021732,13,12.95397028714603
602 SENJA RD,West View Primary School,0.3737064514115261,12,SENJA LRT STATION,0.1462096402625886,15,0.1764431582826126,11,12.91607010976563
447 HOUGANG AVE 10,Punggol Primary School,0.1462515258105414,19,BUANGKOK MRT STATION,0.4136585024035814,12,0.3331313219574623,17,10.43870088628527
436B FERNVALE RD,Sengkang Green Primary School,0.1956807230846058,8,FERNVALE LRT STATION,0.1332932565448101,8,0.1901687893403222,11,10.931113313346644
856E TAMPINES ST 82,St. Hilda's Primary School,0.4062763842548669,20,TAMPINES MRT STATION,0.5283876170661325,6,0.553515860361465,13,11.976574350745553
273 YISHUN ST 22,Chongfu School,0.0885618513408771,11,YISHUN MRT STATION,1.0492905696105086,2,0.2886797134822353,12,15.313789181664008
428B YISHUN AVE 11,North View Primary School,0.6114479869545778,11,YISHUN MRT STATION,1.5859518729046598,2,0.2800895327218809,15,13.577029366787935
185 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.4938112808327362,12,BUKIT BATOK MRT STATION,0.5623712982903524,5,0.1398661782482956,19,12.35540271040869
154 GANGSA RD,Bukit Panjang Primary School,0.4927529342025805,11,PETIR LRT STATION,0.3689072430791722,15,0.6417868466188502,15,12.219928753268857
731 TAMPINES ST 71,Poi Ching School,0.1462084489293147,16,TAMPINES MRT STATION,1.0164947455371265,3,0.1821682243308864,10,11.764384248171469
667 CHOA CHU KANG CRES,Unity Primary School,0.3137628008506493,4,YEW TEE MRT STATION,0.6101523851194871,2,0.7154748158069877,6,15.61244372194131
437 CHOA CHU KANG AVE 4,Concord Primary School,0.6229197841001887,9,CHOA CHU KANG MRT STATION,0.4366728408816179,6,0.39711285992004,9,14.951212228447845
337B TAH CHING RD,Lakeside Primary School,0.4864055899027247,9,LAKESIDE MRT STATION,0.7691941101210383,3,0.359590182630214,16,14.311943167659328
237 SERANGOON AVE 3,Yangzheng Primary School,0.5963794154285685,14,SERANGOON MRT STATION,0.4332417586467763,6,0.0709813118984939,10,6.630986982788784
218 TAMPINES ST 24,Yumin Primary School,0.3953381010299466,25,TAMPINES EAST MRT STATION,0.3225458625679588,6,0.1377094423509866,18,13.377656490599195
123 MCNAIR RD,Hong Wen School,0.3934802388041452,11,BOON KENG MRT STATION,0.6023745419939465,13,0.4585525217461408,30,2.4480399983114776
499A TAMPINES AVE 9,Gongshang Primary School,0.7652918709382039,20,TAMPINES EAST MRT STATION,0.3347675115757871,5,0.3295980496527165,19,13.954425945146932
454 YISHUN ST 41,Northland Primary School,0.4918152663393246,11,KHATIB MRT STATION,1.391047493791438,2,0.5319559675712144,15,13.336690505726398
258 BOON LAY DR,Corporation Primary School,0.5399291692004733,13,BOON LAY MRT STATION,0.8775414330117973,3,0.4460250117699264,12,16.089043772040622
288 BISHAN ST 24,Catholic High School (Primary),0.3017632019495185,11,BISHAN MRT STATION,0.7508386340680855,5,0.1589971612524421,15,6.372555064937143
605 ELIAS RD,Elias Park Primary School,0.343081036212125,10,PASIR RIS MRT STATION,0.8336120633019636,1,0.2014081738379777,8,13.855909494960661
891B WOODLANDS DR 50,Woodlands Primary School,0.1892394334849438,20,WOODLANDS MRT STATION,0.3535697586608515,6,0.5147785958025072,15,16.49270532592931
813 TAMPINES ST 81,St. Hilda's Primary School,0.2771480073410333,24,TAMPINES WEST MRT STATION,0.2726413366443451,5,0.3019824942207347,18,11.428594172507761
769 YISHUN AVE 3,Jiemin Primary School,0.4619002157445742,14,YISHUN MRT STATION,0.5708538016848885,2,0.0881531404330298,15,13.919263395039108
676B PUNGGOL DR,Oasis Primary School,0.079022527750791,21,DAMAI LRT STATION,0.1946134065882626,19,0.1808146349748211,14,13.726265488222687
438 CHOA CHU KANG AVE 4,Concord Primary School,0.5763112722819291,9,CHOA CHU KANG MRT STATION,0.5153004366313655,6,0.44316614873485,9,15.030274694673858
736 JURONG WEST ST 75,Westwood Primary School,0.1720540800862608,13,BOON LAY MRT STATION,0.9663838708679896,2,0.3547368721814092,9,16.801640751534443
760 PASIR RIS ST 71,Meridian Primary School,0.1784444787775895,5,PASIR RIS MRT STATION,1.7870468172228269,1,0.4747042897492453,5,13.005173250889905
426C YISHUN AVE 11,North View Primary School,0.5487726780171156,14,YISHUN MRT STATION,1.5246188146214068,2,0.2045066844919211,15,13.647160674227589
654A JURONG WEST ST 61,Frontier Primary School,0.1603689647838229,12,PIONEER MRT STATION,0.1921073580635794,2,0.4508584533349288,9,16.85805743409549
288E JURONG EAST ST 21,Yuhua Primary School,0.3973087481765509,10,JURONG EAST MRT STATION,0.8104623150008402,4,0.6922601941213298,17,12.180958775495315
986C JURONG WEST ST 93,Jurong West Primary School,0.4265261496861071,9,PIONEER MRT STATION,0.2006006098285459,2,0.4240170941336546,8,17.163419809303257
241 YISHUN RING RD,Xishan Primary School,0.2133297562589222,14,YISHUN MRT STATION,0.5456212809577288,3,0.177719715083205,15,14.70169335656562
395 BT BATOK WEST AVE 5,St. Anthony's Primary School,0.4161412203707988,9,BUKIT GOMBAK MRT STATION,0.8364189298642695,11,0.2047862933188627,15,12.728538522300441
221 HOUGANG ST 21,Xinghua Primary School,0.7728176649681892,10,KOVAN MRT STATION,0.424851286328704,5,0.1098236244791257,15,7.6400021008648125
109 ALJUNIED CRES,Geylang Methodist School (Primary),0.209903532857852,4,ALJUNIED MRT STATION,0.3698443761200717,11,0.3321846152947609,26,4.890885225555449
542 JELAPANG RD,West View Primary School,0.4194128610893889,12,SENJA LRT STATION,0.1765014528297017,14,0.2696509679155402,11,12.941676319120015
36 JLN RUMAH TINGGI,Queenstown Primary School,0.7960308963112841,7,QUEENSTOWN MRT STATION,0.7730458212824616,5,0.2341392443565197,15,4.235108294712848
351 UBI AVE 1,Maha Bodhi School,0.3360820349979229,8,UBI MRT STATION,0.521504717860904,10,0.5030822744593688,20,6.8154995533425025
116 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.5985162151620028,12,BUKIT BATOK MRT STATION,0.3631186846058883,5,0.3162162312574212,21,12.33347708762867
663 WOODLANDS RING RD,Woodlands Ring Primary School,0.1773114776374907,17,ADMIRALTY MRT STATION,0.561965726162032,5,0.3583571371499857,13,16.012688997766258
642 BT BATOK CTRL,Bukit View Primary School,0.4105767927467104,9,BUKIT BATOK MRT STATION,0.2355830552990732,2,0.2660123307193724,17,11.775298692565775
911 HOUGANG ST 91,Yio Chu Kang Primary School,0.2278931274573853,18,BUANGKOK MRT STATION,1.1176648736952106,9,0.4461744818130032,18,9.795606843579264
856D TAMPINES ST 82,St. Hilda's Primary School,0.3171619470710609,23,TAMPINES MRT STATION,0.5801465918642145,6,0.531327802314873,13,11.926589901111527
114 ANG MO KIO AVE 4,CHIJ St. Nicholas Girls' School,0.2403921773891805,8,YIO CHU KANG MRT STATION,1.4042705966849829,2,0.4074161183026533,10,8.16455717780969
46 JLN BAHAGIA,Hong Wen School,0.6556326183727713,14,BOON KENG MRT STATION,1.0548055198333328,8,0.336997260318699,22,3.3906162027399627
811B CHOA CHU KANG AVE 7,Chua Chu Kang Primary School,0.6472729481254675,8,KEAT HONG LRT STATION,0.7325944103674236,9,0.4820678797291911,12,13.792376298519708
249 KIM KEAT LINK,Pei Chun Public School,0.6215541969159184,14,TOA PAYOH MRT STATION,1.0296067974323422,6,0.1221309089081578,19,3.7587270450405144
498A TAMPINES ST 45,White Sands Primary School,0.5464994246103522,17,TAMPINES EAST MRT STATION,0.7055831829966674,4,0.5650771229029693,17,14.313133341607037
218 YISHUN ST 21,Xishan Primary School,0.1778402513638732,14,YISHUN MRT STATION,0.4131230884791046,3,0.3136287080779302,15,14.813576673507686
45 CHAI CHEE ST,Fengshan Primary School,0.8130944934474291,12,BEDOK MRT STATION,0.7975482537465977,5,0.4299630941484322,21,9.39338180027522
104 PASIR RIS ST 12,White Sands Primary School,0.3512270677128525,13,PASIR RIS MRT STATION,1.1914955835200105,2,0.1157376142754566,12,14.728674140591364
828 TAMPINES ST 81,St. Hilda's Primary School,0.2738672569722848,21,TAMPINES WEST MRT STATION,0.5686441613726403,4,0.0485345153819951,16,11.352628331147992
414 SEMBAWANG DR,Canberra Primary School,0.2418859056165539,10,SEMBAWANG MRT STATION,0.337199071222066,2,0.1346977690436415,13,17.080659666001452
724 BEDOK RESERVOIR RD,Yu Neng Primary School,0.5478045274516486,13,BEDOK RESERVOIR MRT STATION,0.4241561777628468,4,0.5402299206102492,17,10.155468749028135
421 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.4606385064473828,8,SOUTH VIEW LRT STATION,0.5342662234668182,7,0.1535912261281471,9,14.782005198659673
166A YUNG KUANG RD,Lakeside Primary School,0.8776521070993258,8,LAKESIDE MRT STATION,1.4384163353336017,3,0.1014418005998639,14,14.173183680404037
488D CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.2090330595317966,7,SOUTH VIEW LRT STATION,0.6859609944324807,6,0.2325297382932959,10,14.445941615074254
149 MEI LING ST,Queenstown Primary School,0.3387194765302002,3,QUEENSTOWN MRT STATION,0.1428617585736764,4,0.4607666749138925,14,4.554236464730152
52 KENT RD,Farrer Park Primary School,0.4191346240575815,11,FARRER PARK MRT STATION,0.4988250464451291,17,0.253863952041532,29,1.981905595899006
432A YISHUN AVE 1,Northland Primary School,0.7049286342050595,9,KHATIB MRT STATION,1.5794718203074465,2,0.579483602224235,13,13.270352872873643
632 CHOA CHU KANG NTH 6,Yew Tee Primary School,0.2679103029211674,9,YEW TEE MRT STATION,0.1582996146380205,4,0.2397575989862222,10,15.224255642245495
169C PUNGGOL FIELD,Greendale Primary School,0.3798216546792802,18,CORAL EDGE LRT STATION,0.1881483874337124,13,0.1372161623993171,11,12.946744924351492
113 HOUGANG AVE 1,Xinghua Primary School,0.5186199179087125,6,KOVAN MRT STATION,0.8364928818992469,4,0.2203118258897449,12,7.703884248269449
234 PASIR RIS DR 4,Pasir Ris Primary School,0.1451454586298853,6,PASIR RIS MRT STATION,1.4020952378311624,1,0.2772010119293918,9,15.334424822882758
641 JURONG WEST ST 61,Jurong West Primary School,0.3184473689666109,12,PIONEER MRT STATION,0.3584849930465117,2,0.1487126263121329,9,17.19364452347911
609 CHOA CHU KANG ST 62,Unity Primary School,0.4575161107756382,7,YEW TEE MRT STATION,0.3593273349144444,3,0.321192371357492,6,15.732281423589917
698A HOUGANG ST 61,Montfort Junior School,0.2556610392573253,16,HOUGANG MRT STATION,0.6943856546356094,7,0.2168656587431039,19,9.590562619475111
415 TAMPINES ST 41,Tampines Primary School,0.2258998642080979,26,TAMPINES MRT STATION,0.6531201648010577,6,0.4103705006081701,18,13.125934784933962
28C DOVER CRES,Fairfield Methodist School (Primary),0.6229919463408793,3,DOVER MRT STATION,0.7539719986820659,7,0.1497303161219232,18,7.039994628938446
685 HOUGANG ST 61,Yio Chu Kang Primary School,0.3275533214470048,16,HOUGANG MRT STATION,0.8194627059112428,6,0.1538859644995311,19,9.515550029397257
629 HOUGANG AVE 8,Xinmin Primary School,0.2614947149790833,15,KOVAN MRT STATION,1.161967283098624,3,0.2401530084390064,19,8.775768243300307
713 ANG MO KIO AVE 6,Jing Shan Primary School,0.6308248039784318,10,ANG MO KIO MRT STATION,0.3777251083296316,2,0.0632812895188872,12,7.979164647528917
365C UPP SERANGOON RD,Holy Innocents' Primary School,0.4245448990106119,12,HOUGANG MRT STATION,0.5755005292950948,5,0.4056741176589018,16,9.652341063959462
132 EDGEDALE PLAINS,Mee Toh School,0.2905535500328974,20,CORAL EDGE LRT STATION,0.2267540056575111,18,0.2958900372299106,14,12.6682285334567
695 HOUGANG ST 61,Yio Chu Kang Primary School,0.2710591228905187,16,HOUGANG MRT STATION,0.7775502080890491,10,0.3346458200492423,19,9.723681721196405
333 CLEMENTI AVE 2,Pei Tong Primary School,0.1151839652493071,7,CLEMENTI MRT STATION,0.2427207961440644,2,0.30896271350667,14,8.8337854042515
320 CLEMENTI AVE 4,Pei Tong Primary School,0.2382911956961233,6,CLEMENTI MRT STATION,0.2152739287610529,2,0.2035600290562025,13,9.110515186116519
763 WOODLANDS AVE 6,Evergreen Primary School,0.2066350457177829,17,ADMIRALTY MRT STATION,0.7707007129345272,4,0.2424431020970113,14,17.059016719985603
659 WOODLANDS RING RD,Woodlands Ring Primary School,0.2151143576030764,17,ADMIRALTY MRT STATION,0.5509170000737468,4,0.4352917719208243,13,15.965733144828212
833 WOODLANDS ST 83,Qihua Primary School,0.324740721454493,19,WOODLANDS MRT STATION,0.5363352271246961,5,0.3026661450609452,14,16.72052552819836
37 MARGARET DR,Queenstown Primary School,0.3156852367327119,3,QUEENSTOWN MRT STATION,0.3176877356211983,5,0.52790568481581,14,4.413280798793788
606 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.3195374260953123,10,BEDOK NORTH MRT STATION,0.6044464184582842,6,0.0993566282704744,16,8.402057752795828
90B TELOK BLANGAH ST 31,Blangah Rise Primary School,0.2269699084010533,4,LABRADOR PARK MRT STATION,0.7034373723092501,5,0.4925922819828813,11,4.915773780680692
235 SIMEI ST 4,Changkat Primary School,0.4833924563844359,17,SIMEI MRT STATION,0.2391692098689962,8,0.2740571638136143,17,13.178696323235789
45 HOLLAND DR,Henry Park Primary School,0.524634583088487,6,DOVER MRT STATION,0.3328237122900379,6,0.3940923775755663,20,7.352858524653885
37 LOR 5 TOA PAYOH,Pei Chun Public School,0.257137114035677,17,TOA PAYOH MRT STATION,0.9599802009500368,6,0.3148248813039594,17,4.06997809868104
440 FAJAR RD,Greenridge Primary School,0.3520888484838159,11,FAJAR LRT STATION,0.1245734959492189,13,0.1166376966789363,10,12.53400179548627
323B SENGKANG EAST WAY,Nan Chiau Primary School,0.1529771101684246,21,SENGKANG LRT STATION,0.3242795217528447,22,0.4935854329133213,17,11.52979408276636
1 BEDOK STH AVE 1,Bedok Green Primary School,0.5444102860550131,11,BEDOK MRT STATION,0.5430896523402534,3,0.1265687975142968,20,10.12630537266682
269 YISHUN ST 22,Chongfu School,0.1805802226538281,11,YISHUN MRT STATION,1.0357129657510191,2,0.323078322979107,12,15.249121633260323
503 BEDOK NTH ST 3,Fengshan Primary School,0.20413747998577,12,BEDOK RESERVOIR MRT STATION,0.5667985866943418,5,0.1722886296003979,21,10.334269089020033
410 PASIR RIS DR 6,Casuarina Primary School,0.3457706315436789,14,PASIR RIS MRT STATION,0.5232308304269201,2,0.3930776345529777,9,14.569483170302407
412A FERNVALE LINK,Fernvale Primary School,0.4029181296778385,9,FERNVALE LRT STATION,0.3439090430734258,11,0.3061967815115498,16,10.585264101507484
510 WOODLANDS DR 14,Woodgrove Primary School,0.192896143419446,18,WOODLANDS MRT STATION,0.3706831852283527,6,0.2874732040285726,11,16.052909681002742
316 TAMPINES ST 33,East Spring Primary School,0.4732654660026514,19,TAMPINES EAST MRT STATION,0.6121146376000706,7,0.3915258517978415,16,13.767192168451475
267 YISHUN ST 22,Chongfu School,0.1533781734829808,11,YISHUN MRT STATION,0.9654172434617978,2,0.2163531975999769,12,15.240644084088563
786C WOODLANDS DR 60,Riverside Primary School,0.1597403891125681,18,ADMIRALTY MRT STATION,0.5787670487580455,4,0.2789696988790716,17,16.9312306291458
494C TAMPINES ST 43,Tampines Primary School,0.5530365141965231,22,TAMPINES EAST MRT STATION,0.8606680819205411,4,0.3787450013626607,17,13.902229424408572
8 HAIG RD,Haig Girls' School,0.7840376558014998,13,PAYA LEBAR MRT STATION,0.5954973831690551,9,0.1815642966779743,27,5.870721743892477
662D JURONG WEST ST 64,Frontier Primary School,0.5128873737432197,15,BOON LAY MRT STATION,0.2708137969099202,2,0.2845721420552655,9,16.235968676664918
250 HOUGANG AVE 3,Xinghua Primary School,0.2066084014776736,9,KOVAN MRT STATION,0.6992228055794204,2,0.456993856193799,12,8.405095390023302
